"count","Sample_Barcode","Condition"
2563.55730620823,"TCGA-VQ-A8PM","Donor_wo"
2653.30775809729,"TCGA-CD-A4MG","Donor_w"
2275.29672949099,"TCGA-HU-A4GJ","Donor_wo"
2387.33072698872,"TCGA-BR-8297","Donor_wo"
4068.39066183096,"TCGA-B7-A5TK","Donor_wo"
9410.19933617618,"TCGA-BR-4366","Donor_wo"
3266.42019976007,"TCGA-CG-5718","Donor_wo"
4936.72215857437,"TCGA-CG-4477","Donor_wo"
6588.13214454283,"TCGA-HU-A4G2","Donor_wo"
2273.2233982676,"TCGA-BR-7901","Donor_wo"
3887.92463198133,"TCGA-HU-8608","Donor_wo"
2109.64420641179,"TCGA-VQ-A8PQ","Donor_wo"
4731.8107724375,"TCGA-3M-AB46","Donor_wo"
2421.92451101926,"TCGA-CD-8534","Donor_wo"
1462.3323235296,"TCGA-FP-8211","Donor_wo"
3511.18908920598,"TCGA-CG-5722","Donor_wo"
1905.77638160142,"TCGA-RD-A8MW","Donor_wo"
3451.30013098496,"TCGA-BR-A4QL","Donor_wo"
